"buyPrice","sellVolume","sellMovingWeek","productId","sellOrders","buyOrders","sellPrice","buyVolume","buyMovingWeek"
"4.699906","5061742","31212753","SPIDER_EYE","89","243","3.2","1696750","7561443"
"69.390727","1386000","3020484","SPIKED_BAIT","54","814","40.564483","1549614","3029248"
"1949998.805882","3695","1411","SPIRIT_DECOY","309","97","1578984.538158","771","1849"
"54.8","8508514","8447258","SPONGE","258","652","46.246027","1102336","766319"
"24.698528","4298799","3180043","SPOOKY_BAIT","140","350","15.381165","1549121","1868419"
"5318.138981","4414019","54448","SPOOKY_SHARD","338","159","1903.431978","70931","83653"
"408.985185","9900288","2628115","STARFALL","812","413","261.156796","1954267","4909871"
"499999.601667","5037997","14544","STOCK_OF_STONKS","981","193","315545.898303","11854","18216"
"5.595294","4066215","56194363","STRING","78","730","3.8","3126988","9901441"
"15504.956057","455682","136743","STRONG_FRAGMENT","587","239","14004.85407","70087","98975"
"2.406389","6512435","86047555","SUGAR_CANE","116","1690","1.587935","24584023","47550896"
"7.874929","2266342","10113298","SULPHUR","65","427","5.452257","2414140","5123436"
"60.995567","2915294","7565977","SULPHUR_ORE","100","3991","46.523597","2868294","1086134"
"930388.409448","211917","77840","SUMMONING_EYE","4810","5361","731584.983556","46852","81599"
"300725.086137","25972","64470","SUPER_COMPACTOR_3000","1434","6473","184327.835676","78430","107145"
"208740.066613","116071","11415","SUPER_EGG","209","224","177899.17643","100562","19745"
"104683.893275","3029465","92309","SUPERIOR_FRAGMENT","1045","268","4641.014019","25215","58289"
"22623.999422","16578","3604","SUSPICIOUS_VIAL","215","1055","6164.633275","8393","3009"
"117060.386772","707958","56730","TARANTULA_SILK","55","361","62287.126141","82964","105703"
"200.950084","22240675","19613636","TARANTULA_WEB","645","3071","131.130525","25528438","7367860"
"49932.209448","223130","3057","TIGER_SHARK_TOOTH","12","180","252.756077","44905","7678"
"499998.69","1421517","1398","TIGHTLY_TIED_HAY_BALE","328","27","233433.979519","969","1310"
"273423.54607","209404","67018","TITANIC_EXP_BOTTLE","275","537","268396.448694","55327","166014"
"62.645066","33057680","53518784","TITANIUM_ORE","624","474","50.186268","1338668","1359671"
"0","926","2","TOIL_LOG","87","13","0","16","7"
"11785.313333","351199","98403","TREASURITE","441","275","9164.23103","29689","68031"
"2533.592529","814612","1100015","UNSTABLE_FRAGMENT","368","186","2407.80402","18440","217179"
"342802.824561","13475","3823","VITAMIN_DEATH","484","588","223224.218382","2659","3763"
"115.752958","19415437","10913992","WATER_LILY","481","505","98.764206","611219","1254980"
"21835.494075","8089","69656","WEREWOLF_SKIN","26","94","15000.3","20145","86122"
"1694.36209","6366634","2996342","WHALE_BAIT","933","2292","1633.930954","2911418","4812156"
"2.537071","8565125","93747014","WHEAT","149","484","2.1","2675151","7867167"
"5941.68642","122950","695558","WHITE_GIFT","54","2786","5504.133125","2019698","766042"
"20556.347569","928908","127379","WISE_FRAGMENT","416","336","18996.134954","34793","86067"
"2268997.9","3740","2007","WITHER_BLOOD","345","126","2001838.297872","264","3024"
"251.636283","17819860","26874145","WOLF_TOOTH","675","1291","175.942264","4360963","3539946"
"100841.26701","549668","176608","WORM_MEMBRANE","115","128","2700.254249","9450","60681"
"485.832901","5742701","408098","YOGGIE","392","244","49.267117","182146","229227"
"2524.557638","1906978","1410757","YOUNG_FRAGMENT","1205","781","2371.853308","244726","480915"
